"","Code","Intervention","Platform","HPP","Urgency","Objective","Original Unit Cost","Original Currency","Year","Country","Base population","Multiplier","Multiplier type","Multiplier2","Multiplier2 type","Multipliers","PIN","Coverage","Target Coverage","ID","exchange","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange_end","gni","gni_selected_country","gni_adjust","tradable_uc","nontradable_uc","adjusted_uc"
"60","C45","Identify and refer patients with high risk including pregnant women, young children, and those with underlying medical conditions","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LIC","8.96507438E8","1.0","NA","1.0","NA","None","896507438","0.05","0.8",60,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.0273812235717933,0.063,0.0903812235717933
"61","C46","Provide advice and guidance on how to recognise early symptoms and signs and when to seek medical attention","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LIC","8.96507438E8","1.0","NA","1.0","NA","None","896507438","0.05","0.8",61,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.0273812235717933,0.063,0.0903812235717933
"62","C48","Self-managed treatment of migraine","Community",0,"Chronic","Reduction in disability","0.14","USD","2012.0","LIC","9.937108E7","1.0","NA","1.0","NA","None","99371080","0.3","0.8",62,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,0.047005716903659,0.121583578238513,0.168589295142172
"63","C49","Early identification of lead poisoning and counseling of families in remediation strategies for sources of environmental exposure","Community",0,"Time-bound (non-urgent)","Reduction in disability","15.35","BDT","2011.0","Bangladesh","8.965074378E8","0.001","Health worker density","1.0","NA","Population","896507.4378","0.05","0.8",63,74.1524,"Bangladesh","2011.0",53,111.39516515524,152.529140322278,1.36926176382713,1.17315521153989,78.4680916666667,1287.265014,794.4947062,0.617195913474892,0.0728550896416193,0.11572384415436,0.188578933795979
"64","C5.1","Tetanus toxoid immunisation for school-aged children","Community",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.5","USD","2016.0","LIC","1.570592767020612E8","0.8005","Primary school","1.0","NA","Population","125725951","0.33","0.8",64,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.152117908732185,0.35,0.502117908732185
"65","C5.2","Tetanus toxoid immunisation among women attending antenatal care","Health center",1,"Time-bound (non-urgent)","Mortality reduction; under-5","0.38","USD","2016.0","LIC","4.0367692E7","1.0","Fertility, LI","1.0","NA","Fertility","40367692","0.46","0.8",65,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0.385365368788203,0,0.385365368788203
"66","C50","Parent training for high-risk families, including nurse home visitation for child maltreatment","Community",0,"Time-bound (non-urgent)","Reduction in disability","2.55","USD","2008.0","Kenya","66936.0","1.0","NA","1.0","NA","None","66936","0.05","0.8",66,69.175319816226,"Kenya","2008.0",50,88.0581564955536,159.647316938312,1.81297591605127,1.35931234443884,101.504369498594,1371.233332,794.4947062,0.579401541414689,1.03987394349571,1.27783959013325,2.31771353362896
"67","C51","WASH behavior change interventions, such as community-led total sanitation","Community",0,"Time-bound (non-urgent)","Mortality reduction; under-5","0.55","USD","2012.0","India","8.96507438E8","0.2","Household size","1.0","NA","Population","179301487.6","0.46","0.8",67,53.4372333333333,"India","2012.0",54,118.995736617717,155.94504973946,1.31050955414012,1.1191837358014,67.1953128073894,1679.056423,794.4947062,0.47317927814508,0.184665316407232,0.189859189779634,0.374524506186866
"68","C52","Cardiac and pulmonary rehabilitation programs","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",68,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"69","C53","Early childhood development rehabilitation interventions, including motor, sensory, and language stimulation","Community",0,"Time-bound (non-urgent)","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",69,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"70","C54","Functional interventions for self-care for individuals with disabilities","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",70,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"71","C55","Individualized environmental modifications (for example, adaptations to a house)","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",71,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"72","C56","Pressure area prevention and supportive seating interventions for wheelchair users","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",72,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"73","C57","Provision and training in the use of basic assistive products (such as canes, braille displays, and other aides) and compensatory strategies needed to communicate and perform activities of daily living","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",73,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"74","C58","Training and retraining for disorders of speech, swallowing, communication, and cognition","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",74,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"75","C59","Training, retraining, and exercise programs that address musculoskeletal injuries and disorders, including chronic low back and neck pain","Community",0,"Chronic","Reduction in disability","6.58","USD","2016.0","LIC","1.9775899E7","1.0","NA","1.0","NA","None","19775899","0.05","0.8",75,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,0,6.58,6.58
"76","C6","HIV education and counseling for pregnant women, sex workers, people who inject drugs, men who have sex with men, and transgender individuals, and PLHIV and their partners","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","15.35","BDT","2011.0","Bangladesh","4.41550731E8","0.05","High-risk","1.0","NA","Population","22077536.55","0.16","0.8",76,74.1524,"Bangladesh","2011.0",53,111.39516515524,152.529140322278,1.36926176382713,1.17315521153989,78.4680916666667,1287.265014,794.4947062,0.617195913474892,0.0728550896416193,0.11572384415436,0.188578933795979
"77","C7","In high malaria transmission settings, intermittent preventive treatment in pregnancy","Health center",1,"Chronic","Mortality reduction; under-5","0.43579","USD","2007.0","Mozambique","4.0367692E7","0.96245412","Malaria endemic","1.0","NA","Population","38852051.48","0.36","0.8",77,25.8403414502165,"Mozambique","2007.0",49,79.8442,164.1,2.05525260444716,1.4246097187023,63.0562327310371,775.3881592,794.4947062,1.02464126743915,0.186249200793983,0.263258606608976,0.449507807402958
"78","C8","Management of severe acute malnutrition, including early detection in community settings","Community",1,"Urgent","Mortality reduction; under-5","149.7","PPP","2010.0","Bangladesh","10645866","0.3333333333","Severe","1.0","NA","Population","3548622.0","0.5105","0.8",78,69.6492916666667,"Bangladesh","2010.0",52,100,152.529140322278,1.52529140322278,1.21232662515201,78.4680916666667,1287.265014,794.4947062,0.617195913474892,0.781710587900116,1.25719490995214,2.03890549785225
"79","C9","Detection and treatment of childhood infections (iCCM), including referral if danger signs","Community",1,"Urgent","Mortality reduction; under-5","7.86","USD","1999.0","Tanzania","126352848","1.0","NA","1.0","NA","None","1.26352848E8","0.5105","0.8",79,744.759075,"Tanzania","1999.0",41,48.8158908751897,166.198224024889,3.40459266532321,1.87791667591526,2177.08595381578,1030.71271,794.4947062,0.770820713174285,4.42812752180818,4.93945859841157,9.36758612021975
"80","C99","Basic neonatal resuscitation following delivery","Community",1,"Urgent","Mortality reduction; under-5","1.34","USD","2016.0","LIC","27014425","0.1","10th percentile","0.4","Growth restriction","Population","1080577.0","0.27","0.8",80,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,1.35891998467419,0,1.35891998467419
"81","FLH1","Detection and management of fetal growth restriction","First-level hospital",0,"Chronic","Reduction in disability","315.76","USD","2008.0","Nigeria","28199875","0.04","Low weight","1.0","Fertility, LI","Both","1127995.0","0.39","0.8",81,118.546016666667,"Nigeria","2008.0",50,78.8389441791433,183.853081818277,2.3320084221386,1.35931234443884,253.492,3331.449808,794.4947062,0.238483168586882,128.764939764002,57.486478952057,186.251418716059
"82","FLH10","Surgical termination of pregnancy by manual vacuum aspiration and dilation and curettage","First-level hospital",1,"Time-bound (non-urgent)","Non-health outcomes","89.5","USD","2012.0","LIC","15870512","0.5","Require surgery","1.0","NA","Population","7935256.0","0.01","0.8",82,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,30.0500833062677,77.7266446596208,107.776727965888
"83","FLH13","Early detection and treatment of early-stage cervical cancer","First-level hospital",1,"Chronic","Mortality reduction: age 5+; group II-III causes","35.13","USD","2012.0","LIC","181428.8026","0.618","Early stage","1.0","NA","Population","112123.0","0.1","0.8",83,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,11.795077391611,30.508793596564,42.303870988175
"84","FLH15","Tubal ligation","First-level hospital",1,"Time-bound (non-urgent)","Non-health outcomes","89.5","USD","2012.0","LIC","5157559.0","0.14","Using sterilization intervention","1.0","NA","Population","722058.26","0.01","0.8",84,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,30.0500833062677,77.7266446596208,107.776727965888
"85","FLH16","Vasectomy","First-level hospital",1,"Time-bound (non-urgent)","Non-health outcomes","89.5","USD","2012.0","LIC","1083260.0","0.01","Using sterilization intervention","1.0","NA","Population","10832.6","0.01","0.8",85,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,30.0500833062677,77.7266446596208,107.776727965888
"86","FLH17","Referral of cases of treatment failure for drug susceptibility testing; enrollment of those with MDR-TB for treatment per WHO guidelines (either short or long regimen)","First-level hospital",1,"Chronic","Mortality reduction: age 5+; group I causes","8444.574545","USD","2011.0","South Africa","1207363.636","0.022","MDR-TB +XDR","1.0","NA","Population","26562.0","0.56","0.8",86,7.26113213232735,"South Africa","2011.0",53,105.017157732813,138.859306590936,1.32225352112676,1.17315521153989,14.7096108855267,6448.973567,794.4947062,0.123197079030608,2972.03899101116,475.328781900201,3447.36777291136
"87","FLH18.1","Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","25.07333333","USD","2004.0","India","31301544","0.3333333333","Inpatient","1.0","NA","Population","1.0433848E7","0.19","0.8",87,45.3164666666667,"India","2004.0",46,63.3536380862151,155.94504973946,2.46150109844113,1.59811358115263,67.1953128073894,1679.056423,794.4947062,0.47317927814508,12.021010355832,13.7864651112509,25.8074754670829
"88","FLH18.2","Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","65.67666667","USD","2012.0","India","31301544","0.3333333333","Inpatient","1.0","NA","Population","1.0433848E7","0.19","0.8",88,53.4372333333333,"India","2012.0",54,118.995736617717,155.94504973946,1.31050955414012,1.1191837358014,67.1953128073894,1679.056423,794.4947062,0.47317927814508,22.0512771476142,22.6714885843515,44.7227657319657
"89","FLH18.3","Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","16.96333333","USD","2010.0","Bangladesh","31301544","0.3333333333","Inpatient","1.0","NA","Population","1.0433848E7","0.19","0.8",89,69.6492916666667,"Bangladesh","2010.0",52,100,152.529140322278,1.52529140322278,1.21232662515201,78.4680916666667,1287.265014,794.4947062,0.617195913474892,6.16953019418624,9.92221683700417,16.0917470311904
"90","FLH19.1","Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT","First-level hospital",1,"Urgent","Mortality reduction; under-5","0.39","PPP","2008.0","Tanzania","109263947.4","0.05","Severe","0.38","Under 5","Population","2076015.0","0.19","0.8",90,1196.31070921046,"Tanzania","2008.0",50,83.9664255610108,166.198224024889,1.97934142026956,1.35931234443884,2177.08595381578,1030.71271,794.4947062,0.770820713174285,0.000132941670650351,0.000191320347258763,0.000324262017909113
"91","FLH19.2","Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT","First-level hospital",1,"Urgent","Mortality reduction; under-5","66.5","USD","2009.0","Tanzania","109263940","0.05","Severe","1.0","NA","Population","5463197.0","0.19","0.8",91,1320.31206074041,"Tanzania","2009.0",51,94.1618202905322,166.198224024889,1.76502773111322,1.24792334183865,2177.08595381578,1030.71271,794.4947062,0.770820713174285,24.896070669681,38.4083463682147,63.3044170378957
"92","FLH2","Induction of labor post-term","First-level hospital",1,"Urgent","Mortality reduction; under-5","2.08","USD","2016.0","LIC","40367690","1.0","Fertility, LI","0.1","Over 42 weeks","Both","4036769.0","0.39","0.8",92,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,2.10936833441964,0,2.10936833441964
"93","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","5572.83","R","2005.0","Brazil","1483178","1.0","NA","1.0","NA","None","1483178.0","0.04","0.8",93,2.43439003623188,"Brazil","2005.0",47,79.5436673306746,150.482602233368,1.89182379041929,1.54597918198005,3.49131342157271,11047.89544,794.4947062,0.0719136699396569,1061.72129812643,152.01174069005,1213.73303881648
"94","FLH21.1","Management of acute critical limb ischemia with unfractionated heparin and revascularization where available, with amputation as a last resort","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","48898.56","Rupee","2007.0","Pakistan","1094250","1.0","NA","1.0","NA","None","1094250.0","0.04","0.8",94,60.7385158333333,"Pakistan","2007.0",49,64.2350071860982,150.753452821518,2.34690489540638,1.4246097187023,104.769117033301,1411.205621,794.4947062,0.562990038005241,344.071778100564,431.675128670212,775.746906770776
"95","FLH22","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","195.0","USD","2005.0","Vietnam","15563596","1.0","NA","1.0","NA","None","1.5563596E7","0.05","0.8",95,15858.9166666667,"Vietnam","2005.0",47,59.9258291709294,150.500780526915,2.51145094876592,1.54597918198005,21935.0008333333,2033.898278,794.4947062,0.390626569083511,90.4397821458328,96.8177515835667,187.2575337294
"96","FLH23","Medical management of acute heart failure","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","4033.62","R","2002.0","Brazil","4753598.485","0.264","Require surgery","1.0","NA","Population","1254950.0","0.04","0.8",96,2.92036301775519,"Brazil","2002.0",44,60.8675805806435,150.482602233368,2.4722947880932,1.69456953423677,3.49131342157271,11047.89544,794.4947062,0.0719136699396569,702.164373723188,143.785764060341,845.950137783528
"97","FLH24","Management of bowel obstruction","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","127010","1.0","NA","1.0","NA","None","127010.0","0.01","0.8",97,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"98","FLH25","Calcium and vitamin D supplementation for secondary prevention of osteoporosis","First-level hospital",0,"Chronic","Reduction in disability","9.1","USD","2016.0","LIC","2.0E8","0.08872346","Prop osteoporosis","1.0","NA","Population","1.7744692E7","0.05","0.8",98,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,2.76854593892577,6.37,9.13854593892577
"99","FLH26","Combination therapy, including low-dose corticosteroids and generic disease-modifying antirheumatic drugs (including methotrexate), for individuals with moderate to severe rheumatoid arthritis","First-level hospital",1,"Chronic","Reduction in disability","84.15","USD","2016.0","LIC","1706809","1.0","NA","1.0","NA","None","1706809.0","0.05","0.8",99,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,25.6014440396268,58.905,84.5064440396268
"100","FLH27","In settings where sickle cell disease is a public health concern, universal newborn screening followed by standard prophylaxis against bacterial infections and malaria","First-level hospital",1,"Time-bound (non-urgent)","Mortality reduction; under-5","15.36","USD","2011.0","Angola","28199878","1.0","NA","1.0","NA","None","2.8199878E7","0.05","0.8",100,93.93475,"Angola","2011.0",53,113.482467921851,213.197420100571,1.87868156204876,1.17315521153989,163.656434116579,5983.47358,794.4947062,0.132781518223065,5.40589921477583,1.53947719032701,6.94537640510284
"101","FLH28","In settings where specific single-gene disorders are a public health concern (for example, thalassemias), retrospective identification of carriers plus prospective (premarital) screening and counseling to reduce rates of conception","First-level hospital",0,"Time-bound (non-urgent)","Reduction in disability","100.0","USD","2006.0","Iran","4074759","1.0","NA","1.0","NA","None","4074759.0","0.05","0.8",101,9170.9428775,"Iran","2006.0",48,54.3597800471328,306.49384655669,5.63824662813101,1.48518345750596,30914.8524362967,5867.16792,794.4947062,0.135413664144796,44.5555037251787,15.8544583412761,60.4099620664548
"102","FLH29.1","Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings","First-level hospital",1,"Time-bound (non-urgent)","Reduction in disability","0.7","USD","2001.0","Philippines","28199878","1.0","Fertility, LI","1.0","NA","Fertility","2.8199878E7","0.05","0.8",102,50.99265,"Philippines","2001.0",43,67.0539419087137,116.876642442093,1.74302418493468,1.76030083562665,47.4924638585099,3554.004828,794.4947062,0.223549135313668,0.369663175481596,0.20500071164513,0.574663887126726
"103","FLH29.2","Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings","First-level hospital",1,"Time-bound (non-urgent)","Reduction in disability","1198.3","USD","2001.0","Philippines","501161","1.0","NA","1.0","NA","None","501161.0","0.05","0.8",103,50.99265,"Philippines","2001.0",43,67.0539419087137,116.876642442093,1.74302418493468,1.76030083562665,47.4924638585099,3554.004828,794.4947062,0.223549135313668,632.810547399423,350.931932520513,983.742479919936
"104","FLH3","Jaundice management with phototherapy","First-level hospital",1,"Urgent","Mortality reduction; under-5","42.03","USD","2016.0","LIC","2795","1.0","NA","1.0","NA","None","2795.0","0.2734","0.8",104,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,42.6234380267583,0,42.6234380267583
"105","FLH30","Management of intoxication/poisoning syndromes using widely available agents; e.g., activated charcoal, naloxone, bicarbonate, antivenin","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","100.0","USD","2001.0","South Africa","515761","1.0","NA","1.0","NA","None","515761.0","0.05","0.8",105,8.60918083333333,"South Africa","2001.0",43,63.3141427050053,138.859306590936,2.19317992250029,1.76030083562665,14.7096108855267,6448.973567,794.4947062,0.123197079030608,52.8090250687994,11.0696364537849,63.8786615225843
"106","FLH31","Appendectomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","3176872.5","0.8","Require surgery","1.0","NA","Population","2541498.0","0.01","0.8",106,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"107","FLH32","Assisted vaginal delivery using vacuum extraction or forceps","First-level hospital",1,"Urgent","Mortality reduction; under-5","17.9","USD","2012.0","LIC","27325566.67","0.03","Require assisted delivery","1.0","NA","Population","819767.0","0.01","0.8",107,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,6.01001666125354,15.5453289319241,21.5553455931777
"108","FLH33","Burr hole to relieve acute elevated intracranial pressure","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","23420630.29","0.09512809744","Incidence rate of head injury","0.075","SDH requiring burr hole","Population","167097.0","0.01","0.8",108,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"109","FLH34","Colostomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","36822.22222","0.18","Obstruction","0.5","Require surgery","Population","3314.0","0.01","0.8",109,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"110","FLH35","Escharotomy or fasciotomy","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","1756387.432","0.01331767671","Require surgery","1.0","NA","Population","23391.0","0.01","0.8",110,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"111","FLH36","Fracture reduction and placement of external fixator and use of traction for fractures","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","89.5","USD","2012.0","LIC","2088724","0.5","Displaced fractures","1.0","NA","Population","1044362.0","0.01","0.8",111,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,30.0500833062677,77.7266446596208,107.776727965888
"112","FLH37","Hernia repair including emergency surgery","First-level hospital",1,"Urgent","Reduction in disability","179.0","USD","2012.0","LIC","1288870.948","0.1858","Symptomatic","0.9","Require surgery","Population","215525.0","0.01","0.8",112,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"113","FLH38","Hysterectomy for uterine rupture or intractable postpartum hemorrhage","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","179.0","USD","2012.0","LIC","3089800","0.01","Intractable PPH","1.0","Fertility, LI","Both","30898.0","0.01","0.8",113,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"114","FLH39","Irrigation and debridement of open fractures","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","2088350","0.14","Open fractures","1.0","NA","Population","292369.0","0.01","0.8",114,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"115","FLH4","Management of eclampsia with magnesium sulfate, including initial stabilization at health centers","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","49.97","USD","2016.0","LIC","1009192","1.0","NA","1.0","NA","Population","1009192.0","0.39","0.8",115,593.0081704,"LIC","2016.0",58,161.750026041123,161.750026041123,1,1.0141193915479,593.0081704,794.4947062,794.4947062,1,50.6755459956486,0,50.6755459956486
"116","FLH40","Management of osteomyelitis, including surgical debridement for refractory cases","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","110490","0.5","Require surgery","1.0","NA","Population","55245.0","0.01","0.8",116,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"117","FLH41","Management of septic arthritis","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","89.5","USD","2012.0","LIC","110490","1.0","NA","1.0","NA","Population","110490.0","0.01","0.8",117,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,30.0500833062677,77.7266446596208,107.776727965888
"118","FLH42","Relief of urinary obstruction by catheterization or suprapubic cystostomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","17.9","USD","2012.0","LIC","922400","0.01","Require surgery","1.0","NA","Population","9224.0","0.01","0.8",118,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,6.01001666125354,15.5453289319241,21.5553455931777
"119","FLH43","Removal of gallbladder including emergency surgery","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","2302958.667","0.1923076923","Symptomatic","0.9","Require surgery","Population","398589.0","0.01","0.8",119,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"120","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","179.0","USD","2012.0","LIC","107142","1.0","NA","1.0","NA","None","107142.0","0.01","0.8",120,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"121","FLH46","Basic skin grafting","First-level hospital",0,"Urgent","Non-health outcomes","179.0","USD","2012.0","LIC","6678692.308","0.013","Require surgery","1.0","NA","Population","86823.0","0.01","0.8",121,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,60.1001666125354,155.453289319242,215.553455931777
"122","FLH47","Surgery for filarial hydrocele","First-level hospital",0,"Time-bound (non-urgent)","Reduction in disability","89.5","USD","2012.0","LIC","1508644.172","0.163","Complications","1.0","NA","Population","245909.0","0.01","0.8",122,510.5271359,"LIC","2012.0",54,130.37535810086,161.750026041123,1.24064875753585,1.1191837358014,593.0081704,794.4947062,794.4947062,1,30.0500833062677,77.7266446596208,107.776727965888
