,Code,Intervention,LIC.original.UC,LIC.PIN,LIC.Coverage,LMIC.original.UC,LMIC.PIN,LMIC.Coverage,LIC.PIN.million,LMIC.PIN.million,Unit Cost,UC Source(s),PIN,PIN Source(s),Coverage,Coverage Source(s)
51,C4,Promotion of breastfeeding or complementary feeding by lay health workers,8.38,28199878,0.48,8.38,58334371,0.33,28.199878,58.334371,"Face-to-face counseling without media: Average of counselling during pregnancy detection (3.08 BDT), during pregnancy confirmation (3.11 BDT), and during delivery care (18.96 BDT)",https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-11-28,"Table 23: Number of live births (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,Countdown to 2015 report: exclusive breastfeeding ,http://countdown2030.org/2015/countdown-data
52,C40,"In the Sahel region, seasonal malaria chemoprophylaxis",22.53,22380319,0.4,22.53,36435397,0.5,22.380319,36.435397,The economic cost per child dosed from the provider perspective.,https://malariajournal.biomedcentral.com/articles/10.1186/s12936-016-1418-z,Population 12-59 months in Sahel countries (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
53,C41,Mass drug administration in low malaria transmission settings (including high-risk groups in geographic or demographic clusters),0.7,33660161,0.19,0.7,294620246,0.49,33.660161,294.620246,MSF and NMCP/UNICEF (Unpublished),NA,Total population in low-transmission countries (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO malaria report,https://www.who.int/malaria/publications/world-malaria-report-2015/report/en/
54,C42,Management of lymphedema,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,"DCP3 volume 9 authors' estimate for WHO salary for staff conducting compression therapy for amputations, burns, and vascular or lymphatic disorders as proxy","Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
55,C43.1,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",259.3,228,0.4,259.3,763062,0.5,0.000228,0.763062,Appendix A: Annual cost of intermediate healthcare treatment per CHF patient,https://www.ncbi.nlm.nih.gov/pubmed/18222556,Chagas Prevalence (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
56,C43.2,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",600.4,10120,0.4,600.4,379,0.5,0.01012,0.000379,Table 1: Cost per life saved was 600.4 USD for melarsoprol and trypanocidal,https://www.ncbi.nlm.nih.gov/pubmed/18304274,HAT Prevalence (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
57,C43.3,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",195.6,126465,0.4,195.6,284731,0.5,0.126465,0.284731,"Table 3: PCD detection method, $195.6 per case detected",http://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0001818,Leprosy Prevalence (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
58,C43.4,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",26.7,1562501,0.4,26.7,1985384,0.5,1.562501,1.985384,Page 3: The cost per patient treated and cured in 2003 was US$ 26.7,http://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-7-3,Cutaneous leishmaniasis prevalence (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
59,C43.5,"Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases",220.3,25427,0.4,220.3,194311,0.5,0.025427,0.194311,Table 5: Provider mean cost per patient,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3854893/,Visceral leishmaniasis incidence (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
60,C44,Total Community Treatment for yaws,3.86,453,0.4,3.86,58915,0.5,0.000453,0.058915,"Best estimate of economic cost per person treated (excluding drugs) in Benin $3.69 as per Table S3
To kick-start the pilot project, WHO procured limited quantities of generic azithromycin at US$ 0.17 per 500 mg tablet.",https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0003165#s5,Yaws incidence (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
61,C45,"Identify and refer patients with high risk including pregnant women, young children, and those with underlying medical conditions",0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
62,C46,Provide advice and guidance on how to recognise early symptoms and signs and when to seek medical attention,0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
63,C48,Self-managed treatment of migraine,0.18,99371080,0.3,0.18,386443135,0.5,99.37108,386.443135,WHO-CHOICE,https://www.who.int/choice/cost-effectiveness/en/,Prevalence of migraine (GBD 2016),http://ghdx.healthdata.org/gbd-2016,WHO-CHOICE epilepsy treatment coverage,https://www.who.int/choice/cost-effectiveness/en/
64,C49,Early identification of lead poisoning and counseling of families in remediation strategies for sources of environmental exposure,15.35,896507.4378,0.1,15.35,80151630.9,0.2,0.896507438,80.1516309,"Group counselling with media: Average cost of group counseling for Expected Date of Delivery (EDD) meetings (22.71 BDT), Women Support Group meetings (14.25 BDT), MNCH committee meetings (17.83 BDT), and spouse forum meetings (6.62 BDT).",https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-11-28,"Targeted at healthcare workers; used healthcare worker density data by income group from WHO (1 to 3 per 1,000)",http://apps.who.int/gho/data/node.main.A1444?lang=en&showonly=HWF,Expert opinion,NA
65,C5.1,Tetanus toxoid immunisation for school-aged children,0.5,125725951,0.33,0.53,331516343,0.33,125.725951,331.516343,DCP3 volume 8 package cost estimates,NA,Primary school-age (ages 6-12) population (GBD 2016) times the proportion attending primary school (World Bank),"http://ghdx.healthdata.org/gbd-2016
https://data.worldbank.org/indicator/SE.PRM.TENR",Expert opinion,NA
66,C5.2,Tetanus toxoid immunisation among women attending antenatal care,0.38,40367692,0.46,0.43,85725346,0.65,40.367692,85.725346,"Guttmacher ""Adding it up"" report 2014",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Table 22: % with 2+ tetanus toxoid doses during pregnancy (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
67,C50,"Parent training for high-risk families, including nurse home visitation for child maltreatment",2.55,66936,0.1,2.55,158880,0.2,0.066936,0.15888,"Table 2:
Training+counselors+transport costs / 1984 people visted",https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-3156.2009.02304.x,Prevalence of interpersonal violence among population aged 1-14 (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,NA
68,C51,"WASH behavior change interventions, such as community-led total sanitation",0.55,179301487.6,0.46,0.55,534344205.8,0.62,179.3014876,534.3442058,Table 4.20 “total sanitation” (CLTS) campaigns to halt open defecation,http://www.nowpublishers.com/article/Details/MIC-030,Estimated total number of households (population (GBD 2016) divided by 5),http://ghdx.healthdata.org/gbd-2016,Proportion with basic/limited sanitation (JMP),https://washdata.org/monitoring/sanitation
69,C52,Cardiac and pulmonary rehabilitation programs,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
70,C53,"Early childhood development rehabilitation interventions, including motor, sensory, and language stimulation",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
71,C54,Functional interventions for self-care for individuals with disabilities,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
72,C55,"Individualized environmental modifications (for example, adaptations to a house)",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
73,C56,Pressure area prevention and supportive seating interventions for wheelchair users,6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
74,C57,"Provision and training in the use of basic assistive products (such as canes, braille displays, and other aides) and compensatory strategies needed to communicate and perform activities of daily living",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
75,C58,"Training and retraining for disorders of speech, swallowing, communication, and cognition",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
76,C59,"Training, retraining, and exercise programs that address musculoskeletal injuries and disorders, including chronic low back and neck pain",6.58,19775899,0.05,14.35,58935023,0.1,19.775899,58.935023,DCP3 volume 9 authors' estimate for WHO salary for staff time cost,"Serje J. 2015. “Estimates of Health Sector Salaries across Four Occupational Levels for UN Member States.” Unpublished, WHO, Geneva.","Number of staff hours needed based on total population (GBD 2016). Assuming 75 specialists per 1000,000 for all rehab interventions.",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
77,C6,"HIV education and counseling for pregnant women, sex workers, people who inject drugs, men who have sex with men, and transgender individuals, and PLHIV and their partners",15.35,22077536.55,0.16,44.19,70006421,0.03,22.07753655,70.006421,"Group counselling with media: Average cost of group counseling for Expected Date of Delivery (EDD) meetings (22.71 BDT), Women Support Group meetings (14.25 BDT), MNCH committee meetings (17.83 BDT), and spouse forum meetings (6.62 BDT).",https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-11-28,"High-risk population: sum of reproductive-aged population reporting unsafe sex, sex workers, injection drug users, and men who have sex with men (literature)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2576725/c,HIV testing/counseling coverage (WHO GHO),
78,C7,"In high malaria transmission settings, intermittent preventive treatment in pregnancy",0.43579,38852051.48,0.36,0.43579,76272105,0.5,38.85205148,76.272105,Intervention costs of delivering two doses of IPTp-SP to 1000 pregnant women through the ANC were $435.79,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0013407,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014) in high-transmission countries",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,WHO malaria report,
79,C8,"Management of severe acute malnutrition, including early detection in community settings",50,3548622,0.5105,50,13390505,0.6612,3.548622,13.390505,"Complementary food supplementation (child) from Web Appendix Panel 14
Converted using Bangladesh",https://www.sciencedirect.com/science/article/pii/S0140673613609964?via%3Dihub#ecomp10,"Prevalence of “childhood wasting"" (WHO) corrected by the ratio of severe wasting to overall wasting (17/51) 
",http://www.who.int/nutgrowthdb/jme_2012_summary_note_v2.pdf?ua=1 ,Countdown to 2015 report: care-seeking for pneumonia,
80,C9,"Detection and treatment of childhood infections (iCCM), including referral if danger signs",7.86,126352848,0.5105,7.86,286345908,0.6612,126.352848,286.345908,"Table 2, standardized total cost per child in IMCI districts ",https://academic.oup.com/heapol/article/20/suppl_1/i69/696586,Population aged 2-59 months (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Countdown to 2015 report: care-seeking for pneumonia,
81,FLH1,Detection and management of fetal growth restriction,315.76,1127995,0.39,315.76,2333375,0.5,1.127995,2.333375,Table 1 mean direct cost of care of VLBW babies,https://academic.oup.com/tropej/article/55/4/262/1672982,"Proportion of live births (Guttmacher ""Adding it up"" report 2014) under 10th percentile of gestational weight (literature)","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
https://emedicine.medscape.com/article/261226-overview","Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
82,FLH10,Surgical termination of pregnancy by manual vacuum aspiration and dilation and curettage,89.5,7935256,0.01,109.5,15312253,0.03,7.935256,15.312253,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of unintended pregnancy (Guttmacher ""Adding it up"" report); 
Assume 50% of terminations use a surgical approach.",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
83,FLH11,Full supportive care for severe childhood infections with danger signs,NA,NA,NA,NA,NA,NA,NA,NA,Costed with IMCI,,NA,NA,,
84,FLH12,Management of severe acute malnutrition associated with serious infection,NA,NA,NA,NA,NA,NA,NA,NA,Costed with SAM,,NA,NA,,
85,FLH13,Early detection and treatment of early-stage cervical cancer,59.77,112123,0.1,83.71,195878,0.2,0.112123,0.195878,"Assumimg one screening scenario
Treatment +screening costs from Table S1, averaged by WB region",https://obgyn.onlinelibrary.wiley.com/doi/full/10.1016/j.ijgo.2014.02.012,"Incidence of cervical cancer (GBD 2016) adjusted for early stage proportion (assume two-thirds, similar to breast cancer per literature)","http://ghdx.healthdata.org/gbd-2016
http://www.sciencedirect.com/science/article/pii/S2212109913000174",Cervical cancer screening coverage (literature),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2429949/figure/pmed-0050132-g001/
86,FLH14,Insertion and removal of long-lasting contraceptives,NA,NA,NA,NA,NA,NA,NA,NA,Costed with hormonal contraceptives intervention (HC4),,NA,NA,,
87,FLH15,Tubal ligation,NA,NA,NA,NA,NA,NA,NA,NA,Costed with hormonal contraceptives intervention (HC4),,NA,NA,,
88,FLH16,Vasectomy,NA,NA,NA,NA,NA,NA,NA,NA,Costed with hormonal contraceptives intervention (HC4),,NA,NA,,
89,FLH17,Referral of cases of treatment failure for drug susceptibility testing; enrollment of those with MDR-TB for treatment per WHO guidelines (either short or long regimen),8444.574545,26562,0.56,8444.574545,103182,0.54,0.026562,0.103182,Weighted avg for MDR (6771.92*0.02/0.022) XDR (26392.01(current strategy all inpatient)*0.002/0.022) - surgery(110.99),https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0054587&type=printable,Incidence of TB (GBD 2016); proportion with MDR or XDR (literature),"http://ghdx.healthdata.org/gbd-2016
https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0054587&type=printable",TB treatment coverage (WHO GHO),
90,FLH18.1,"Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock",25.07333333,10433848,0.4,25.07333333,28736051,0.5,10.433848,28.736051,"Table 4: All ages, 80% occupancy avg. hospitalization cost 

Cost is then divided by three to account for this intervention being the average of FLH18.1-FLH18.3",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2928117/,"Incidence of ""diarrhea, lower respiratory, and other common infectious diseases"" (GBD 2016) multiplied by 1/3 (assumed proportion seeking inpatient care)",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
91,FLH18.2,"Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock",65.67666667,10433848,0.4,65.67666667,28736051,0.5,10.433848,28.736051,"The cost of a hospitalized episode in the public sector averaged $197.03

Cost is then divided by three to account for this intervention being the average of FLH18.1-FLH18.3",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4257651/,"Incidence of ""diarrhea, lower respiratory, and other common infectious diseases"" (GBD 2016) multiplied by 1/3 (assumed proportion seeking inpatient care)",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
92,FLH18.3,"Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock",16.96333333,10433848,0.4,16.96333333,28736051,0.5,10.433848,28.736051,"Table 2 Medication ($18.2), Diagnostic ($12.21), Hospital bed ($6.95) and Healthcare service ($13.53)

Cost is then divided by three to account for this intervention being the average of FLH18.1-FLH18.3",https://onlinelibrary.wiley.com/doi/full/10.1111/irv.12254,"Incidence of ""diarrhea, lower respiratory, and other common infectious diseases"" (GBD 2016) multiplied by 1/3 (assumed proportion seeking inpatient care)",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
93,FLH19.1,"Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT",0.39,2076015,0.19,0.39,1965971,0.49,2.076015,1.965971,"Table 1: Prereferral artesunate treatment costs for malaria, Drug cost per child treated avg $0.39 (0·31–0·47)",https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)61460-2/fulltext,"Incidence of malaria (GBD 2016), assume 5% of cases are complicated (literature); 38% under five",http://ghdx.healthdata.org/gbd-2016,WHO malaria report p. 41 & 46,
94,FLH19.2,"Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT",66.5,5463197,0.19,66.5,8622680,0.49,5.463197,8.62268,"The costs of treatment were very similar between the two arms, as shown in Table 4, with a mean of US$ 66.5",https://www.who.int/bulletin/volumes/89/7/11-085878/en/,"Incidence of malaria (GBD 2016), assume 5% of cases are complicated (literature), assume 100% referral",http://ghdx.healthdata.org/gbd-2016,WHO malaria report p. 41 & 46,
95,FLH2,Induction of labor post-term,2.08,4036769,0.39,2.81,8572535,0.5,4.036769,8.572535,Guttmacher From A - Table 24,,"Table 5: Incidence of pregnancy (Guttmacher ""Adding it up"" report 2014); assume 10% deliver beyond 42 weeks (literature)","https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology 
https://www.uptodate.com/contents/postterm-pregnancy-beyond-the-basics","Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
96,FLH20,"Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)",5572.83,1483178,0.04,5572.83,7449455,0.31,1.483178,7.449455,Prehospital thrombolysis for MI,"Araújo, Arquivos Brasileiros de Cardiologia 2008; 90:100",Incidence of acute myocardial infarction (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),PURE study
97,FLH21,"Management of acute critical limb ischemia with unfractionated heparin and revascularization where available, with amputation as a last resort",46182,1094250,0.04,46182,4246388,0.31,1.09425,4.246388,Cost of amputation,https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1464-5491.2008.02529.x,Incidence of acute peripheral vascular disease (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),PURE study
98,FLH22,"Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy",195,15563596,0.04,195,36726611,0.31,15.563596,36.726611,Weighted average of hospital and out-patient unit costs,"Hoang Anh, Tobacco Control 2016; 25(1): 96",Combined incidence of COPD and asthma (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Coverage of CV/metabolic/respiratory medications (literature),PURE study
99,FLH23,Medical management of acute heart failure,4033.62,1254950,0.04,4033.62,6009450,0.31,1.25495,6.00945,Average cost per patient with hospitalization (in-patient),"Araújo, Arquivos Brasileiros de Cardiologia 2005; 84: 422",Incidence of acute heart failure (GBD 2016 and Australia burden of disease 1999 prevalence:incidence ratio),"http://ghdx.healthdata.org/gbd-2016
https://www.aihw.gov.au/getmedia/6bd85f38-dcb4-44fa-9569-c48045634841/bdia.pdf.aspx?inline=true",Coverage of CV/metabolic/respiratory medications (literature),PURE study
100,FLH24,Management of bowel obstruction,179,127010,0.01,219,482364,0.03,0.12701,0.482364,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015); platform multiplier = 1.",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of paralyic ileus and intestinal obstruction (GBD 2016) times the proportion requiring surgery for digestive diseases (0.264). This propotion is based on annual surgical volume (27,640) divided by the annual admission in New Zealand (104,588) found in Table II (Hider, 2015).
","http://ghdx.healthdata.org/gbd-2016
https://www.sciencedirect.com/science/article/pii/S0039606015002299?via%3Dihub","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
101,FLH25,Calcium and vitamin D supplementation for secondary prevention of osteoporosis,9.1,17744692,0.05,11.22,83159117,0.1,17.744692,83.159117,"HC55 price plus an additional doctor visit 30 mins, Level 4 salary",MSH,Estimate of the global prevalence of osteoporosis (literature) distributed into country income groups according to GBD 2015 population-weighted prevalence of musculoskeletal disorders,https://www.iofbonehealth.org/epidemiology ,Expert opinion,
102,FLH26,"Combination therapy, including low-dose corticosteroids and generic disease-modifying antirheumatic drugs (including methotrexate), for individuals with moderate to severe rheumatoid arthritis",84.15,1706809,0.05,93.54,5277509,0.1,1.706809,5.277509,DCP3 volume 9 authors' estimate,,Prevalence of rheumatoid arthritis (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
103,FLH27,"In settings where sickle cell disease is a public health concern, universal newborn screening followed by standard prophylaxis against bacterial infections and malaria",15.36,28199878,0.1,15.36,58334371,0.2,28.199878,58.334371,Total screening cost per infant with 3% discounting,"McGann, The Journal of Pediatrics 167.6 (2015): 1314-1319.",Incidence of sickle cell disease in newborns (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
104,FLH28,"In settings where specific single-gene disorders are a public health concern (for example, thalassemias), retrospective identification of carriers plus prospective (premarital) screening and counseling to reduce rates of conception",100,4074759,0.1,100,26098219,0.2,4.074759,26.098219,Total cost of preventing one case of Thalassemia (100 USD),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482995/,Prevalence of thalassemia trait in females aged 15-49 (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
105,FLH29.1,"Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings",0.7,28199878,0.1,0.7,58334371,0.2,28.199878,58.334371,"Table 1: Screening Proper (reagents, supplies, equipment, staff time, filter paper)",https://www.tm.mahidol.ac.th/seameo/2003-34-suppl-3/southeast-2003-vol-34-supp-3-p-215.pdf,"Table 23: Number of live births (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology,Expert opinion,
106,FLH29.2,"Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings",1198.3,501161,0.1,1198.3,1013294,0.2,0.501161,1.013294,"Table 1: Recall, confirmation, treatment and monitoring costs",https://www.tm.mahidol.ac.th/seameo/2003-34-suppl-3/southeast-2003-vol-34-supp-3-p-215.pdf,"Incidence of endocrine, metabolic, blood, and immune disorders under age 1 (GBD 2016) for treatment",http://ghdx.healthdata.org/gbd-2016,Expert opinion,
107,FLH3,Jaundice management with phototherapy,42.03,2795,0.2734,48.35,5169,0.3755,0.002795,0.005169,"Darroch, ""Adding it up: the costs and benefits of investing in family planning and maternal and newborn health—estimation methodology."" New York: Guttmacher Institute (2011).",,Incidence of neonatal hemolytic disease (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Countdown to 2015 report: postnatal care for babies,
108,FLH30,"Management of intoxication/poisoning syndromes using widely available agents; e.g., activated charcoal, naloxone, bicarbonate, antivenin",100,515761,0.1,100,1375135,0.2,0.515761,1.375135,In South African hospitals the average cost for a poisoned child was 256.13 Rand ($100) per child,https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-4-2,Incidence of poisonings (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Expert opinion,
109,FLH31,Appendectomy,179,2541498,0.01,219,10100939,0.03,2.541498,10.100939,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of appendicitis (GBD 2016); assume 80% managed surgically,http://ghdx.healthdata.org/gbd-2016,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
