"","Code","Intervention","Platform","HPP","Urgency","Objective","Original Unit Cost","Original Currency","Year","Country","Base population","Multiplier","Multiplier type","Multiplier2","Multiplier2 type","Multipliers","PIN","Coverage","Target Coverage","ID","exchange","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange_end","gni","gni_selected_country","gni_adjust","tradable_uc","nontradable_uc","adjusted_uc"
"59","C43.5","Early detection and treatment of Chagas disease, human African trypanosomiasis, leprosy, and leishmaniases","Community",1,"Time-bound (non-urgent)","Reduction in disability","220.3","USD","2010.0","Sudan","194311.0","1.0","NA","1.0","NA","None","194311","0.5","0.8",59,2.30600092016667,"Sudan","2010.0",52,100,349.819404694908,3.49819404694908,1.21232662515201,6.21171364583333,1980,2524.623902,1.27506257676768,80.1226666562962,255.350070561542,335.472737217838
"60","C44","Total Community Treatment for yaws","Community",0,"Time-bound (non-urgent)","Reduction in disability","3.86","USD","2012.0","Benin","58915.0","1.0","NA","1.0","NA","None","58915","0.5","0.8",60,510.52713590197,"Benin","2012.0",54,109.648834808467,108.879901044885,0.992987305656962,1.1191837358014,593.008170424934,852.7042099,2524.623902,2.96072644263838,1.29601476605803,6.83888778193408,8.1349025479921
"61","C45","Identify and refer patients with high risk including pregnant women, young children, and those with underlying medical conditions","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2.67172103E9","1.0","NA","1.0","NA","None","2671721030","0.08","0.8",61,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"62","C46","Provide advice and guidance on how to recognise early symptoms and signs and when to seek medical attention","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.09","USD","2016.0","LMIC","2.67172103E9","1.0","NA","1.0","NA","None","2671721030","0.08","0.8",62,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.0273812235717933,0.063,0.0903812235717933
"63","C48","Self-managed treatment of migraine","Community",0,"Chronic","Reduction in disability","0.14","USD","2012.0","LMIC","3.86443135E8","1.0","NA","1.0","NA","None","386443135","0.5","0.8",63,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,0.047005716903659,0.129486899744023,0.176492616647682
"64","C49","Early identification of lead poisoning and counseling of families in remediation strategies for sources of environmental exposure","Community",0,"Time-bound (non-urgent)","Reduction in disability","15.35","BDT","2011.0","Bangladesh","2.67172103E9","0.003","NA","1.0","NA","Population","8015163.09","0.08","0.8",64,74.1524,"Bangladesh","2011.0",53,111.39516515524,152.529140322278,1.36926176382713,1.17315521153989,78.4680916666667,1287.265014,2524.623902,1.96123088450534,0.0728550896416193,0.367729552762902,0.440584642404521
"65","C5.1","Tetanus toxoid immunisation for school-aged children","Community",1,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","0.53","USD","2016.0","LMIC","3.7764147244435334E8","0.87786","Primary school","1.0","NA","Population","331516343","0.33","0.8",65,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.161244983256116,0.371,0.532244983256116
"66","C5.2","Tetanus toxoid immunisation among women attending antenatal care","Health center",1,"Time-bound (non-urgent)","Mortality reduction; under-5","0.43","USD","2016.0","LMIC","8.5725346E7","1.0","Fertility, LMI","1.0","NA","Fertility","85725346","0.65","0.8",66,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0.436071338365598,0,0.436071338365598
"67","C50","Parent training for high-risk families, including nurse home visitation for child maltreatment","Community",0,"Time-bound (non-urgent)","Reduction in disability","2.55","USD","2008.0","Kenya","158880.0","1.0","NA","1.0","NA","None","158880","0.08","0.8",67,69.175319816226,"Kenya","2008.0",50,88.0581564955536,159.647316938312,1.81297591605127,1.35931234443884,101.504369498594,1371.233332,2524.623902,1.84113370283796,1.03987394349571,4.06052343331809,5.10039737681381
"68","C51","WASH behavior change interventions, such as community-led total sanitation","Community",0,"Time-bound (non-urgent)","Mortality reduction; under-5","0.55","USD","2012.0","India","2.671721029E9","0.2","Household size","1.0","NA","Population","534344205.8","0.62","0.8",68,53.4372333333333,"India","2012.0",54,118.995736617717,155.94504973946,1.31050955414012,1.1191837358014,67.1953128073894,1679.056423,2524.623902,1.50359682224925,0.184665316407232,0.603305528396256,0.787970844803488
"69","C52","Cardiac and pulmonary rehabilitation programs","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",69,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"70","C53","Early childhood development rehabilitation interventions, including motor, sensory, and language stimulation","Community",0,"Time-bound (non-urgent)","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",70,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"71","C54","Functional interventions for self-care for individuals with disabilities","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",71,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"72","C55","Individualized environmental modifications (for example, adaptations to a house)","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",72,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"73","C56","Pressure area prevention and supportive seating interventions for wheelchair users","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",73,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"74","C57","Provision and training in the use of basic assistive products (such as canes, braille displays, and other aides) and compensatory strategies needed to communicate and perform activities of daily living","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",74,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"75","C58","Training and retraining for disorders of speech, swallowing, communication, and cognition","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",75,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"76","C59","Training, retraining, and exercise programs that address musculoskeletal injuries and disorders, including chronic low back and neck pain","Community",0,"Chronic","Reduction in disability","14.35","USD","2016.0","LMIC","5.8935023E7","1.0","NA","1.0","NA","None","58935023","0.08","0.8",76,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,0,14.35,14.35
"77","C6","HIV education and counseling for pregnant women, sex workers, people who inject drugs, men who have sex with men, and transgender individuals, and PLHIV and their partners","Community",0,"Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","15.35","BDT","2010.0","Bangladesh","1.40012842E9","0.05","high-risk","1.0","NA","Population","70006421","0.03","0.8",77,69.6492916666667,"Bangladesh","2010.0",52,100,152.529140322278,1.52529140322278,1.21232662515201,78.4680916666667,1287.265014,2524.623902,1.96123088450534,0.0801553608835456,0.40963294262486,0.489788303508406
"78","C7","In high malaria transmission settings, intermittent preventive treatment in pregnancy","Health center",1,"Chronic","Mortality reduction; under-5","0.43579","USD","2007.0","Mozambique","8.572534587174037E7","0.889726419","Malaria endemic","1.0","NA","Population","76272105","0.5","0.8",78,25.8403414502165,"Mozambique","2007.0",49,79.8442,164.1,2.05525260444716,1.4246097187023,63.0562327310371,775.3881592,2524.623902,3.25594848469798,0.186249200793983,0.836542981930111,1.02279218272409
"79","C8","Management of severe acute malnutrition, including early detection in community settings","Community",1,"Urgent","Mortality reduction; under-5","138.72","PPP","2010.0","Bangladesh","40171515","0.3333333333333333","Severe","1.0","NA","Population","1.3390505E7","0.6612","0.8",79,69.6492916666667,"Bangladesh","2010.0",52,100,152.529140322278,1.52529140322278,1.21232662515201,78.4680916666667,1287.265014,2524.623902,1.96123088450534,0.724374701092212,3.7019076091805,4.42628231027271
"80","C9","Detection and treatment of childhood infections (iCCM), including referral if danger signs","Community",1,"Urgent","Mortality reduction; under-5","7.86","USD","1999.0","Tanzania","286345908","1.0","NA","1.0","NA","None","2.86345908E8","0.6612","0.8",80,744.759075,"Tanzania","1999.0",41,48.8158908751897,166.198224024889,3.40459266532321,1.87791667591526,2177.08595381578,1030.71271,2524.623902,2.4493963036509,4.42812752180818,15.6958569304175,20.1239844522257
"81","C99","Basic neonatal resuscitation following delivery","Community",1,"Urgent","Mortality reduction; under-5","1.7","USD","2016.0","LMIC","59505750","0.1","10th percentile","0.4","Growth restriction","Population","2380230.0","0.38","0.8",81,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,1.72400296563143,0,1.72400296563143
"82","FLH1","Detection and management of fetal growth restriction","First-level hospital",0,"Chronic","Reduction in disability","315.76","USD","2008.0","Nigeria","58334375","0.04","Low weight","1.0","Fertility, LMI","Both","2333375.0","0.5","0.8",82,118.546016666667,"Nigeria","2008.0",50,78.8389441791433,183.853081818277,2.3320084221386,1.35931234443884,253.492,3331.449808,2524.623902,0.757815379939832,128.764939764002,182.671750575074,311.436690339076
"83","FLH10","Surgical termination of pregnancy by manual vacuum aspiration and dilation and curettage","First-level hospital",1,"Time-bound (non-urgent)","Non-health outcomes","109.5","USD","2012.0","LMIC","30624506","0.5","Require surgery","1.0","NA","Population","1.5312253E7","0.03","0.8",83,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"84","FLH13","Early detection and treatment of early-stage cervical cancer","First-level hospital",1,"Chronic","Mortality reduction: age 5+; group II-III causes","44.63","USD","2012.0","LMIC","316954.6926","0.618","Early stage","1.0","NA","Population","195878.0","0.2","0.8",84,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,14.984751038645,41.2785738255412,56.2633248641862
"85","FLH15","Tubal ligation","First-level hospital",1,"Time-bound (non-urgent)","Non-health outcomes","109.5","USD","2012.0","LMIC","1.05141475E8","0.14","Using sterilization intervention","1.0","NA","Population","14719806.5","0.03","0.8",85,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"86","FLH16","Vasectomy","First-level hospital",1,"Time-bound (non-urgent)","Non-health outcomes","109.5","USD","2012.0","LMIC","3306804.0","0.01","Using sterilization intervention","1.0","NA","Population","33068.04","0.03","0.8",86,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"87","FLH17","Referral of cases of treatment failure for drug susceptibility testing; enrollment of those with MDR-TB for treatment per WHO guidelines (either short or long regimen)","First-level hospital",1,"Chronic","Mortality reduction: age 5+; group I causes","8444.574545","USD","2011.0","South Africa","4690090.909","0.022","MDR-TB +XDR","1.0","NA","Population","103182.0","0.54","0.8",87,7.26113213232735,"South Africa","2011.0",53,105.017157732813,138.859306590936,1.32225352112676,1.17315521153989,14.7096108855267,6448.973567,2524.623902,0.391476856862732,2972.03899101116,1510.42718690149,4482.46617791265
"88","FLH18.1","Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","25.07333333","USD","2004.0","India","86208153","0.3333333333333333","Inpatient","1.0","NA","Population","2.8736051E7","0.49","0.8",88,45.3164666666667,"India","2004.0",46,63.3536380862151,155.94504973946,2.46150109844113,1.59811358115263,67.1953128073894,1679.056423,2524.623902,1.50359682224925,12.021010355832,43.8085226652114,55.8295330210434
"89","FLH18.2","Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","65.67666667","USD","2012.0","India","86208153","0.3333333333333333","Inpatient","1.0","NA","Population","2.8736051E7","0.49","0.8",89,53.4372333333333,"India","2012.0",54,118.995736617717,155.94504973946,1.31050955414012,1.1191837358014,67.1953128073894,1679.056423,2524.623902,1.50359682224925,22.0512771476142,72.041992888453,94.0932700360672
"90","FLH18.3","Evaluation and management of fever in clinically unstable individuals using WHO IMAI guidelines, including empiric parenteral antimicrobials and antimalarials and resuscitative measures for septic shock","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","16.96333333","USD","2010.0","Bangladesh","86208153","0.3333333333333333","Inpatient","1.0","NA","Population","2.8736051E7","0.49","0.8",90,69.6492916666667,"Bangladesh","2010.0",52,100,152.529140322278,1.52529140322278,1.21232662515201,78.4680916666667,1287.265014,2524.623902,1.96123088450534,6.16953019418624,31.5293048424941,37.6988350366803
"91","FLH19.1","Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT","First-level hospital",1,"Urgent","Mortality reduction; under-5","0.39","PPP","2008.0","Tanzania","103472157.9","0.05","Severe","0.38","Under 5","Population","1965971.0","0.49","0.8",91,1196.31070921046,"Tanzania","2008.0",50,83.9664255610108,166.198224024889,1.97934142026956,1.35931234443884,2177.08595381578,1030.71271,2524.623902,2.4493963036509,0.000132941670650351,0.000607948571411655,0.000740890242062005
"92","FLH19.2","Management of severe malaria, including early detection and provision of rectal artesunate in community settings followed by parenteral artesunate and full-course of ACT","First-level hospital",1,"Urgent","Mortality reduction; under-5","66.5","USD","2009.0","Tanzania","172453600","0.05","Severe","1.0","NA","Population","8622680.0","0.49","0.8",92,1320.31206074041,"Tanzania","2009.0",51,94.1618202905322,166.198224024889,1.76502773111322,1.24792334183865,2177.08595381578,1030.71271,2524.623902,2.4493963036509,24.896070669681,122.048175426206,146.944246095887
"93","FLH2","Induction of labor post-term","First-level hospital",1,"Urgent","Mortality reduction; under-5","2.81","USD","2016.0","LMIC","85725350","1.0","Fertility, LMI","0.1","Over 42 weeks","Both","8572535.0","0.5","0.8",93,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,2.8496754902496,0,2.8496754902496
"94","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","5572.83","R","2005.0","Brazil","7449455","1.0","NA","1.0","NA","None","7449455.0","0.31","0.8",94,2.43439003623188,"Brazil","2005.0",47,79.5436673306746,150.482602233368,1.89182379041929,1.54597918198005,3.49131342157271,11047.89544,2524.623902,0.228516274046127,1061.72129812643,483.039686653516,1544.76098477995
"95","FLH21.1","Management of acute critical limb ischemia with unfractionated heparin and revascularization where available, with amputation as a last resort","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","29828.1216","Rupee","2007.0","Pakistan","4246388","1.0","NA","1.0","NA","None","4246388.0","0.31","0.8",95,60.7385158333333,"Pakistan","2007.0",49,64.2350071860982,150.753452821518,2.34690489540638,1.4246097187023,104.769117033301,1411.205621,2524.623902,1.78898373449719,209.883784641344,836.74387876147,1046.62766340281
"96","FLH21.2","Management of acute critical limb ischemia with unfractionated heparin and revascularization where available, with amputation as a last resort","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","10599.81026","RSD","2011.0","Serbia","4246388","1.0","NA","1.0","NA","None","4246388.0","0.31","0.8",96,73.3334,"Serbia","2011.0",53,111.137397634213,134.455565665757,1.2098138747885,1.17315521153989,111.27785,6026.889913,2524.623902,0.418893316195205,50.8713191309268,33.7916499046484,84.6629690355752
"97","FLH22","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","195.0","USD","2005.0","Vietnam","36726611","1.0","NA","1.0","NA","None","3.6726611E7","0.08","0.8",97,15858.9166666667,"Vietnam","2005.0",47,59.9258291709294,150.500780526915,2.51145094876592,1.54597918198005,21935.0008333333,2033.898278,2524.623902,1.24127343501296,90.4397821458328,307.652660084862,398.092442230695
"98","FLH23","Medical management of acute heart failure","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","4033.62","R","2002.0","Brazil","22763068.18","0.264","Require surgery","1.0","NA","Population","6009450.0","0.31","0.8",98,2.92036301775519,"Brazil","2002.0",44,60.8675805806435,150.482602233368,2.4722947880932,1.69456953423677,3.49131342157271,11047.89544,2524.623902,0.228516274046127,702.164373723188,456.900434806281,1159.06480852947
"99","FLH24","Management of bowel obstruction","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","482364","1.0","NA","1.0","NA","None","482364.0","0.03","0.8",99,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"100","FLH25","Calcium and vitamin D supplementation for secondary prevention of osteoporosis","First-level hospital",0,"Chronic","Reduction in disability","11.22","USD","2016.0","LMIC","2.0E8","0.415795585","Prop osteoporosis","1.0","NA","Population","8.3159117E7","0.08","0.8",100,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,3.41352587195024,7.854,11.2675258719502
"101","FLH26","Combination therapy, including low-dose corticosteroids and generic disease-modifying antirheumatic drugs (including methotrexate), for individuals with moderate to severe rheumatoid arthritis","First-level hospital",1,"Chronic","Reduction in disability","93.54","USD","2016.0","LMIC","5277509","1.0","NA","1.0","NA","None","5277509.0","0.08","0.8",101,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,28.4582183656172,65.478,93.9362183656172
"102","FLH27","In settings where sickle cell disease is a public health concern, universal newborn screening followed by standard prophylaxis against bacterial infections and malaria","First-level hospital",1,"Time-bound (non-urgent)","Mortality reduction; under-5","15.36","USD","2011.0","Angola","58334371","1.0","NA","1.0","NA","None","5.8334371E7","0.08","0.8",102,93.93475,"Angola","2011.0",53,113.482467921851,213.197420100571,1.87868156204876,1.17315521153989,163.656434116579,5983.47358,2524.623902,0.421932823508849,5.40589921477583,4.89191542870392,10.2978146434797
"103","FLH28","In settings where specific single-gene disorders are a public health concern (for example, thalassemias), retrospective identification of carriers plus prospective (premarital) screening and counseling to reduce rates of conception","First-level hospital",0,"Time-bound (non-urgent)","Reduction in disability","100.0","USD","2006.0","Iran","26098219","1.0","NA","1.0","NA","None","2.6098219E7","0.08","0.8",103,9170.9428775,"Iran","2006.0",48,54.3597800471328,306.49384655669,5.63824662813101,1.48518345750596,30914.8524362967,5867.16792,2524.623902,0.430296854704646,44.5555037251787,50.3798756232026,94.9353793483812
"104","FLH29.1","Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings","First-level hospital",1,"Time-bound (non-urgent)","Reduction in disability","0.7","USD","2001.0","Philippines","58334371","1.0","Fertility, LMI","1.0","NA","Fertility","5.8334371E7","0.08","0.8",104,50.99265,"Philippines","2001.0",43,67.0539419087137,116.876642442093,1.74302418493468,1.76030083562665,47.4924638585099,3554.004828,2524.623902,0.710360290484107,0.369663175481596,0.651419943402393,1.02108311888399
"105","FLH29.2","Universal newborn screening for congenital endocrine or metabolic disorders (for example, congenital hypothyroidism, phenylketonuria) that have high incidence rates and for which long-term treatment is feasible in limited resource settings","First-level hospital",1,"Time-bound (non-urgent)","Reduction in disability","1198.3","USD","2001.0","Philippines","1013294","1.0","NA","1.0","NA","None","1013294.0","0.08","0.8",105,50.99265,"Philippines","2001.0",43,67.0539419087137,116.876642442093,1.74302418493468,1.76030083562665,47.4924638585099,3554.004828,2524.623902,0.710360290484107,632.810547399423,1115.13788311298,1747.94843051241
"106","FLH3","Jaundice management with phototherapy","First-level hospital",1,"Urgent","Mortality reduction; under-5","48.35","USD","2016.0","LMIC","5169","1.0","NA","1.0","NA","None","5169.0","0.3755","0.8",106,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,49.032672581341,0,49.032672581341
"107","FLH30","Management of intoxication/poisoning syndromes using widely available agents; e.g., activated charcoal, naloxone, bicarbonate, antivenin","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","100.0","USD","2001.0","South Africa","1375135","1.0","NA","1.0","NA","None","1375135.0","0.08","0.8",107,8.60918083333333,"South Africa","2001.0",43,63.3141427050053,138.859306590936,2.19317992250029,1.76030083562665,14.7096108855267,6448.973567,2524.623902,0.391476856862732,52.8090250687994,35.1753996088186,87.984424677618
"108","FLH31","Appendectomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","12626173.75","0.8","Require surgery","1.0","NA","Population","1.0100939E7","0.03","0.8",108,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"109","FLH32","Assisted vaginal delivery using vacuum extraction or forceps","First-level hospital",1,"Urgent","Mortality reduction; under-5","21.9","USD","2012.0","LMIC","58108500","0.03","Require assisted delivery","1.0","NA","Population","1743255.0","0.03","0.8",109,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,7.35303714421522,20.2554507456722,27.6084878898875
"110","FLH33","Burr hole to relieve acute elevated intracranial pressure","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","86915925.89","0.09512809743805124","Incidence rate of head injury","0.075","SDH requiring burr hole","Population","620111.0","0.03","0.8",110,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"111","FLH34","Colostomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","162900","0.18","Obstruction","0.5","Require surgery","Population","14661.0","0.03","0.8",111,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"112","FLH35","Escharotomy or fasciotomy","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","4126996.112","0.013317676709817849","Require surgery","1.0","NA","Population","54962.0","0.03","0.8",112,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"113","FLH36","Fracture reduction and placement of external fixator and use of traction for fractures","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","109.5","USD","2012.0","LMIC","7076322","0.5","Displaced fractures","1.0","NA","Population","3538161.0","0.03","0.8",113,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"114","FLH37","Hernia repair including emergency surgery","First-level hospital",1,"Urgent","Reduction in disability","219.0","USD","2012.0","LMIC","6546866.404","0.1858","Symptomatic","0.9","Require surgery","Population","1094767.0","0.03","0.8",114,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"115","FLH38","Hysterectomy for uterine rupture or intractable postpartum hemorrhage","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","219.0","USD","2012.0","LMIC","6391500","0.01","Intractable PPH","1.0","Fertility, LMI","Both","63915.0","0.03","0.8",115,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"116","FLH39","Irrigation and debridement of open fractures","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","7075064.286","0.14","Open fractures","1.0","NA","Population","990509.0","0.03","0.8",116,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"117","FLH4","Management of eclampsia with magnesium sulfate, including initial stabilization at health centers","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group I causes","62.5","USD","2016.0","LMIC","1714507","1.0","NA","1.0","NA","Population","1714507.0","0.5","0.8",117,67.19531281,"LMIC","2016.0",58,152.690592483955,152.690592483955,1,1.0141193915479,67.19531281,2524.623902,2524.623902,1,63.3824619717438,0,63.3824619717438
"118","FLH40","Management of osteomyelitis, including surgical debridement for refractory cases","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","374282","0.5","Require surgery","1.0","NA","Population","187141.0","0.03","0.8",118,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
"119","FLH41","Management of septic arthritis","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","109.5","USD","2012.0","LMIC","374283","1.0","NA","1.0","NA","Population","374283.0","0.03","0.8",119,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,36.7651857210761,101.277253728361,138.042439449437
"120","FLH42","Relief of urinary obstruction by catheterization or suprapubic cystostomy","First-level hospital",1,"Urgent","Mortality reduction: age 5+; group II-III causes","21.9","USD","2012.0","LMIC","3119400","0.01","Require surgery","1.0","NA","Population","31194.0","0.03","0.8",120,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,7.35303714421522,20.2554507456722,27.6084878898875
"121","FLH43","Removal of gallbladder including emergency surgery","First-level hospital",0,"Urgent","Mortality reduction: age 5+; group II-III causes","219.0","USD","2012.0","LMIC","8469794.667","0.19230769230769232","Symptomatic","0.9","Require surgery","Population","1465926.0","0.03","0.8",121,44.616636935,"LMIC","2012.0",54,115.561327771447,152.690592483955,1.32129489534718,1.1191837358014,67.19531281,2524.623902,2524.623902,1,73.5303714421522,202.554507456722,276.084878898875
