"","Code","Intervention","HPP","Include","Platform","Urgency","Objective","PIN","Coverage","adjusted_uc"
"149","HC19.1","For individuals testing positive for hepatitis B and C, assessment of treatment eligibility by trained providers followed by initiation and monitoring of antiviral treatment when indicated",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","1.469551E7","0.03",361.197728949366
"150","HC19.2","For individuals testing positive for hepatitis B and C, assessment of treatment eligibility by trained providers followed by initiation and monitoring of antiviral treatment when indicated",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","3135188.0","0.03",682.519754664393
"151","HC2.1","Management of miscarriage or incomplete abortion and post abortion care",1,TRUE,"Health center","Urgent","Non-health outcomes","4.0014121E7","0.3",16.2194266678286
"152","HC2.2","Management of miscarriage or incomplete abortion and post abortion care",1,TRUE,"Health center","Urgent","Non-health outcomes","4.0014121E7","0.3",0.240527641912045
"153","HC20.1","Hepatitis B and C testing of individuals identified in the national testing policy (based on endemicity and risk level), with appropriate referral of positive individuals to trained providers",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","1.0437152E8","0.03",26.1576452564107
"154","HC20.2","Hepatitis B and C testing of individuals identified in the national testing policy (based on endemicity and risk level), with appropriate referral of positive individuals to trained providers",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","3.5706225E7","0.03",22.0615770809603
"155","HC21.1","Partner notification and expedited treatment for common STIs, including HIV",0,FALSE,"Health center","Urgent","Mortality reduction: age 5+; group I causes","2.72456E8","0.5",0.595898696876681
"156","HC21.2","Partner notification and expedited treatment for common STIs, including HIV",0,FALSE,"Health center","Urgent","Mortality reduction: age 5+; group I causes","1.98851878E8","0.5",2.96122862331987
"157","HC22","PrEP for discordant couples and others at high risk of infection such as commercial sex workers (in high prevalence settings)",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","1.3438938E7","0.43",106.162037033984
"158","HC23","Provider-initiated testing and counseling for HIV, STIs, and hepatitis, for all in contact with health system in high-prevalence settings, including prenatal care with appropriate referral or linkage to care including immediate ART initiation for those testing positive for HIV",1,TRUE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.2774237E8","0.03",6.08010428747581
"159","HC24","As resources permit, hepatitis B vaccination of high-risk populations, including healthcare workers, PWID, MSM, household contacts, and persons with multiple sex partners",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","8015163.0","0.5",0.672837997701128
"160","HC25","Provision of voluntary medical male circumcision service in settings with high prevalence of HIV",1,TRUE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","294071.0","0.0",76.8301210970075
"161","HC26","Symptomatic screening and chest radiograph for PLHIV and children under five who are close contacts or household members of individuals with active TB; if no active TB, provision of isoniazid preventive therapy according to current WHO guidelines",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","1119384.0","0.25",203.603844376522
"162","HC27.1","Diagnosis of TB, including assessment of rifampicin resistance using rapid molecular diagnostics (UltraXpert), and initiation of first-line treatment per current WHO guidelines for drug-susceptible TB; referral for confirmation, further assessment of drug resistance, and treatment of drug-resistant TB",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","3677024.0","0.54",109.774200344065
"163","HC27.2","Diagnosis of TB, including assessment of rifampicin resistance using rapid molecular diagnostics (UltraXpert), and initiation of first-line treatment per current WHO guidelines for drug-susceptible TB; referral for confirmation, further assessment of drug resistance, and treatment of drug-resistant TB",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","919256.0","0.54",241.518634252314
"164","HC28","Screening for HIV in all individuals with a diagnosis of active TB; if HIV infection is present, start (or refer for) ARV treatment and HIV care",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group I causes","4690082.0","0.51",2.47445131537688
"165","HC29","Screening for latent TB infection following a new diagnosis of HIV, followed by yearly screening among PLHIV at high risk of TB exposure; initiation of isoniazid preventive therapy among all individuals who screen positive but do not have evidence of active TB",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","1218366.0","0.43",36.2433984165033
"166","HC3","Management of preterm premature rupture of membranes, including administration of antibotics",1,TRUE,"Health center","Urgent","Mortality reduction; under-5","7677775.0","0.5",4.66494920112035
"167","HC30.1","Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",1,TRUE,"Health center","Urgent","Mortality reduction: age 5+; group I causes","5.7472103E7","0.49",1.48443321008394
"168","HC30.2","Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",1,TRUE,"Health center","Urgent","Mortality reduction: age 5+; group I causes","5.7472103E7","0.49",11.2178394814751
"169","HC30.3","Evaluation and management of fever in clinically stable individuals using WHO IMAI guidelines, with referral of unstable individuals to first-level hospital care",1,TRUE,"Health center","Urgent","Mortality reduction: age 5+; group I causes","5.7472103E7","0.49",7.79311740423476
"170","HC32","Provision of insecticide-treated nets to children and pregnant women attending health centers",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction; under-5","7.6272105E7","0.5",14.5661096950041
"171","HC33","Identify and refer to higher levels of health care patients with signs of progressive illness",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"172","HC34","Stockpile and consider treating early high risk patients with anti viral medications according to nationally endorsed guidelines",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"173","HC35","Annual flu vaccination and pneumococcal vaccine every five years for individuals with underlying lung disease",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","1.79642446E8","0.08",4.9408402219247
"174","HC36.1","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","1.35495214E8","0.31",103.960684224557
"175","HC36.2","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","1.036800577E9","0.31",0.527042282546869
"176","HC37","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","1.46016745E8","0.08",52.9935240875948
"177","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction",1,TRUE,"Health center","Urgent","Mortality reduction: age 5+; group II-III causes","3544082.0","0.31",0.0502117908732185
"178","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","4.9606724E7","0.31",88.2556616075967
"179","HC4","Provision of condoms and hormonal contraceptives, including emergency contraceptives",1,TRUE,"Health center","Time-bound (non-urgent)","Non-health outcomes","3.48057453E8","0.65",10.3237354059576
"180","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","1.17674974E8","0.31",92.5164383486377
"181","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","7.89508533E8","0.31",0.240076666219531
"182","HC42","Treatment of acute pharyngitis in children to prevent rheumatic fever",1,TRUE,"Health center","Urgent","Mortality reduction: age 5+; group II-III causes","7.89508533E8","0.31",0.240076666219531
"183","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","8.3655185E7","0.31",190.171983337603
"184","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","7812285.0","0.31",342.48218292599
"185","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","7.25760404E8","0.31",2.88215679612274
"186","HC46","Tobacco cessation counseling, and use of nicotine replacement therapy in certain circumstances",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","1.66821469E8","0.31",2.97631878067317
"187","HC47","Essential palliative care and pain control measures, including oral immediate release morphine and medicines for associated symptoms",1,TRUE,"Health center","Chronic","Non-health outcomes","2.225786E7","0.08",21.3199264047686
"188","HC48","Interventions to support caregivers of patients with dementia",0,FALSE,"Health center","Chronic","Non-health outcomes","9321387.0","0.08",34.2269610141755
"189","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment",1,TRUE,"Health center","Chronic","Reduction in disability","1.5315702E7","0.037",365.390142922602
"190","HC5","Counseling of mothers on providing kangaroo care for newborns",1,TRUE,"Health center","Time-bound (non-urgent)","Mortality reduction; under-5","3156179.0","0.3755",4.61013857412339
"191","HC50.1","Management of depression and anxiety disorders with psycological and generic antidepressant therapy",1,TRUE,"Health center","Chronic","Reduction in disability","7.7900834E7","0.037",59.2636993471968
"192","HC50.2","Management of depression and anxiety disorders with psycological and generic antidepressant therapy",1,TRUE,"Health center","Chronic","Reduction in disability","8.1729727E7","0.023",36.7861039555669
"193","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics",1,TRUE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","8931506.0","0.5",53.7293951537444
"194","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment",1,TRUE,"Health center","Chronic","Reduction in disability","6755310.0","0.023",329.335222664575
"195","HC53","Screening and brief intervention for alcohol use disorders",0,FALSE,"Health center","Time-bound (non-urgent)","Reduction in disability","1.904176E7","0.01",22.6288747773278
"196","HC54","Exercise programs for upper extremity injuries and disorders",0,FALSE,"Health center","Chronic","Reduction in disability","5.8935023E7","0.08",14.35
"197","HC55","Calcium and vitamin D supplementation for primary prevention of osteoporosis in high-risk individuals",0,FALSE,"Health center","Chronic","Reduction in disability","1.17291195E8","0.08",8.26486077773177
"198","HC56","Targeted screening for congenital hearing loss in high-risk children using otoacoustic emissions testing",0,FALSE,"Health center","Time-bound (non-urgent)","Reduction in disability","154374.0","0.08",14.1995735082435
"199","HC57","Dental extraction",0,FALSE,"Health center","Time-bound (non-urgent)","Reduction in disability","1.61851883E8","0.03",27.6084878898875
"200","HC58","Drainage of dental abscess",0,FALSE,"Health center","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","765893.0","0.03",27.6084878898875
"201","HC59","Drainage of superficial abscess",1,TRUE,"Health center","Urgent","Mortality reduction: age 5+; group II-III causes","8.1299466E7","0.03",13.8042439449437
"202","HC6","Management of neonatal sepsis, pneumonia, and meningitis using injectable and oral antibiotics",1,TRUE,"Health center","Urgent","Mortality reduction; under-5","928816.0","0.6612",3.50885309475574
"203","HC60","Management of non-displaced fractures",0,FALSE,"Health center","Urgent","Reduction in disability","3538161.0","0.03",27.6084878898875
"204","HC62","Suturing laceration",0,FALSE,"Health center","Urgent","Reduction in disability","6.62612E7","0.03",2.76084878898875
"205","HC63","Treatment of caries",0,FALSE,"Health center","Time-bound (non-urgent)","Reduction in disability","3.6241724E7","0.03",27.6084878898875
"206","HC64","Basic management of musculoskeletal and neurological injuries and disorders, such as prescription of simple exercises and sling or cast provision",0,FALSE,"Health center","Chronic","Reduction in disability","5.8935023E7","0.08",14.35
"207","HC65","Review of prosthetics, orthotics, and splints, with referral to hospital if indicated",0,FALSE,"Health center","Chronic","Reduction in disability","5.8935023E7","0.08",14.35
"208","HC66","Psychosocial support and counseling services for individuals with serious, complex, or life-limiting health problems and their caregivers",1,TRUE,"Health center","Chronic","Non-health outcomes","2.225786E7","0.08",21.3199264047686
"209","HC67","Expanded palliative care and pain control measures, including prevention and relief of all physical and psychological symptoms of suffering",0,FALSE,"Health center","Chronic","Non-health outcomes","2.225786E7","0.08",21.3199264047686
"210","HC7","Pharmacological termination of pregnancy",1,TRUE,"Health center","Time-bound (non-urgent)","Non-health outcomes","3.0624506E7","0.16",5.51680949002058
"211","HC8","PMTCT of HIV (Option B+) and syphilis",1,TRUE,"Health center","Chronic","Mortality reduction; under-5","1043792.0","0.41",313.511587028789
"212","HC9","Screening and management of hypertensive disorders in pregnancy",0,FALSE,"Health center","Chronic","Mortality reduction: age 5+; group II-III causes","9944140.0","0.5",1.80513251695526
"213","P1","Mass media messages concerning sexual and reproductive health and mental health for adolescents",0,FALSE,"Population based","Time-bound (non-urgent)","Reduction in disability","5.14424968E8","0.33",1.53648080072049
"214","P10","Develop and implement a plan to ensure surge capacity in hospital beds, stockpiles of disinfectants, equipment for supportive care, and personal protective equipment",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"215","P11","Develop plans and legal standards for curtailing interactions between infected persons and uninfected population and implement and evaluate infection control measures in health facilities",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"216","P12","Ensure influenza vaccine security at national and subnational level",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"217","P13.1","Mass media messages concerning awareness on handwashing and health effects of household air pollution",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction; under-5","5.34344206E8","0.62",0.750892821563716
"218","P13.2","Mass media messages concerning awareness on handwashing and health effects of household air pollution",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction; under-5","2.671721029E9","0.08",0.0358608291438927
"219","P2","Mass media messages concerning healthy eating or physical activity",1,TRUE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","2.671721029E9","0.31",0.0358608291438927
"220","P3","Mass media messages concerning use of tobacco and alcohol",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group II-III causes","2.671721029E9","0.31",0.0358608291438927
"221","P4","Mass media encouraging use of condoms, voluntary medical male circumcision, and STI testing",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","9.80089888E8","0.5",0.503443298226404
"222","P5","Systematic identification of individuals with TB symptoms among high-risk groups and linkage to care (Ågactive case findingÅh)",1,TRUE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","900586.0","0.54",954.572645249717
"223","P6.1","Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",1,TRUE,"Population based","Time-bound (non-urgent)","Mortality reduction; under-5","1.0766601E7","0.5",0.489221262445189
"224","P6.2","Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",1,TRUE,"Population based","Time-bound (non-urgent)","Mortality reduction; under-5","1.85828343E8","0.5",0.489221262445189
"225","P6.3","Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",1,TRUE,"Population based","Time-bound (non-urgent)","Mortality reduction; under-5","4.0388877E7","0.5",0.489221262445189
"226","P7","Conduct a comprehensive assessment of International Health Regulations (IHR) competencies using the Joint External Evaluation tool and develop, cost, finance and implement an action plan to address gaps in preparedness and response",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"227","P8","Conduct simulation exercises and health worker training for outbreak events including outbreak investigation, contact tracing and emergency response",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"228","P9","Decentralize stocks of anti viral medications in order to reach at-risk groups and disadvantaged populations",0,FALSE,"Population based","Time-bound (non-urgent)","Mortality reduction: age 5+; group I causes","2.67172103E9","0.08",0.0903812235717933
"229","RH1","Full supportive care for preterm newborns",0,FALSE,"Referral and speacialty hospitals","Urgent","Mortality reduction; under-5","1230910.0","0.0",150.727280902053
"230","RH11","Urgent, definitive surgical management of orthopedic injuries (for example, by open reduction and internal fixation)",1,TRUE,"Referral and speacialty hospitals","Urgent","Reduction in disability","353816.0","0.03",276.084878898875
"231","RH12","Repair of cleft lip and cleft palate",1,TRUE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability","35537.0","0.03",138.042439449437
"232","RH13","Repair of club foot",0,FALSE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability","84779.0","0.03",276.084878898875
"233","RH14","Cataract extraction and insertion of intraocular lens",1,TRUE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability","7258402.0","0.03",138.042439449437
"234","RH142","Elective surgical repair of common orthopedic injuries (for example, meniscal and ligamentous tears) in individuals with severe functional limitation",1,TRUE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability","2.8278256E7","0.03",219.968452483756
"235","RH15","Repair of anorectal malformations and Hirschsprung's Disease",0,FALSE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Mortality reduction; under-5","12034.0","0.03",138.042439449437
"236","RH16","Repair of obstetric fistula",1,TRUE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Non-health outcomes","91635.0","0.03",138.042439449437
"237","RH17","Insertion of shunt for hydrocephalus",0,FALSE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Mortality reduction; under-5","143176.0","0.03",276.084878898875
"238","RH18","Surgery for trachomatous trichiasis",1,TRUE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability","456708.0","0.03",138.042439449437
"239","RH2","Specialized TB services, including management of MDR- and XDR-TB treatment failure and surgery for TB",0,FALSE,"Referral and speacialty hospitals","Urgent","Mortality reduction: age 5+; group I causes","2064.0","0.54",2945.65680917455
"240","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred",0,FALSE,"Referral and speacialty hospitals","Urgent","Mortality reduction: age 5+; group II-III causes","3672661.0","0.08",239.00925890227
"241","RH5","Retinopathy screening via telemedicine, followed by treatment using laser photocoagulation",0,FALSE,"Referral and speacialty hospitals","Time-bound (non-urgent)","Reduction in disability","7.3546859E7","0.31",12.1679786135018
"242","RH6","Use of percutaneous coronary intervention for acute myocardial infarction where resources permit",0,FALSE,"Referral and speacialty hospitals","Urgent","Mortality reduction: age 5+; group II-III causes","958745.0","0.31",217.084536015278
"243","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals",1,TRUE,"Referral and speacialty hospitals","Chronic","Mortality reduction: age 5+; group II-III causes","1586023.0","0.08",311.168730839478
"244","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals",1,TRUE,"Referral and speacialty hospitals","Chronic","Mortality reduction: age 5+; group II-III causes","347475.0","0.08",1091.06505055781
"245","RH9.1","Treatment of early-stage childhood cancers (such as Burkitt and Hodgkin lymphoma, acute lymphoblastic leukemia, retinoblastoma, and Wilms tumor) with curative intent in pediatric cancer units or hospitals",1,TRUE,"Referral and speacialty hospitals","Chronic","Mortality reduction; under-5","87922.0","0.08",32.317123047589
"246","RH9.2","Treatment of early-stage childhood cancers (such as Burkitt and Hodgkin lymphoma, acute lymphoblastic leukemia, retinoblastoma, and Wilms tumor) with curative intent in pediatric cancer units or hospitals",1,TRUE,"Referral and speacialty hospitals","Chronic","Mortality reduction; under-5","149067.0","0.08",7360.91213317351
